File, Freq Index , Time Range , Fit Parameters, Calc Height , Name (Sat) , Th. Height , Exact Time
sat_interest_25/ETH_20250108_081505_01.fit, 79 ,40-60, , 1215924.62, GLOBALSTAR M082, 1452.83, 2025-01-08 08:29:05
Entry4,Entry5,Entry6
Entry7,Entry8,Entry9
